Tweet ID,Time of Tweet,User ID,Text
1589044515520024576,2022-11-05 23:58:30+00:00,107629704,"RT @Marketsbylili: Acquiring no-KYC #bitcoin should be one of your 2022 goals. Bitcoin is freedom money, it shouldn't be tied to your ident…"
1589044485165813760,2022-11-05 23:58:22+00:00,1535876205022306304,"We have a special NFT 1/1 #Leviathan pixel NFT with our partners @Vitrulabs. 

Only via raffle. 1000 tickets up for grabs.

Get on it. 

#OasisNetwork $ROSE #NFTCommunity #NFTs #ETH #Bitcoin #pixelart https://t.co/3gZfUK5TsI"
1589044483009970178,2022-11-05 23:58:22+00:00,1358968739392335872,"RT @DocumentingBTC: Twitter can become the world's best payments app by adopting #bitcoin 

(@jackmallers &amp; @elonmusk)

https://t.co/tEUJaj…"
1589044475766386688,2022-11-05 23:58:20+00:00,947856047204483072,"RT @DocumentingBTC: Twitter can become the world's best payments app by adopting #bitcoin 

(@jackmallers &amp; @elonmusk)

https://t.co/tEUJaj…"
1589044473308532737,2022-11-05 23:58:20+00:00,1484241128631287808,RT @CortesExplica: @38bitcoinheiro explica por quê comprar #bitcoin é ganhar na loteria aos poucos https://t.co/SWFAaf9caM
1589044470016008202,2022-11-05 23:58:19+00:00,1457862633772789761,"RT @saylor: Remember, remember, the 5th of November.🌹  #Bitcoin https://t.co/TtJ0ZKbq8K"
1589044462558543873,2022-11-05 23:58:17+00:00,711408470,"RT @CriptovalutaI: 💥💥💥 #Bitcoin #Giveaway 
#Crypto #Halloween 💥💥💥

🎁Gift: 0.01 $BTC for winner !

1️⃣Follow @CriptovalutaI &amp; @AlessioIppoli…"
1589044462491406338,2022-11-05 23:58:17+00:00,1563825874146820096,#Bitcoin Just a scenario. Be prepared if 50MA crosses 200. 🐻
1589044453876334593,2022-11-05 23:58:15+00:00,896081822743789568,#Bitcoin https://t.co/8fxzvx3wxi
1589044453460905985,2022-11-05 23:58:15+00:00,1448763322812276737,"👋 A new block was found on the #Bitcoin network. We're at block height 761900, current #bitcoin price is $21290.8 and there are 180059372690011 #sats left to mine."
1589044452831637506,2022-11-05 23:58:15+00:00,750675056964042752,RT @naiivememe: #Bitcoin https://t.co/wqqcLcNSq8
1589044452412502016,2022-11-05 23:58:15+00:00,1585018530629558290,I see you bulls 👀 📈📈📈 #crypto #bitcoin
1589044450114039809,2022-11-05 23:58:14+00:00,970311454032359424,"RT @ubitquity_io: For sale for #Bitcoin via CryptoListing (powered by UbitquityPay): 12201 Crewe Street, North Hollywood, CA

https://t.co/…"
1589044446532096000,2022-11-05 23:58:13+00:00,737356489829023744,RT @RoadToMadeira: #Madeira - the future #bitcoin island https://t.co/9ye2cLDNCf
1589044439305314306,2022-11-05 23:58:12+00:00,1499987780889645056,"RT @BTC_Archive: NEW:  #Bitcoin is now less volatile than the S&amp;P 500 and Nasdaq, for the first time ever! - ARK Invest"
1589044433462370304,2022-11-05 23:58:10+00:00,1282410651311321089,https://t.co/QIa7sIH0vY register on #coinbase and get free 10$ #bonus #cryptocurrency  #bitcoin #metaverse #defichain #nft #polkadot #solana #ethereum #vechain #cardano $btc $eth $dfi $sol $ada $bnb $vet $doge #binance (0:58)
1589044433122914304,2022-11-05 23:58:10+00:00,1371927366914686980,"RT @saylor: Remember, remember, the 5th of November.🌹  #Bitcoin https://t.co/TtJ0ZKbq8K"
1589044431520673793,2022-11-05 23:58:10+00:00,1546364668503298048,"#BinanceCoin price update: $BNB

#BNB $349.56 USD

#Bitcoin 0.01642 BTC

#Ethereum 0.2147 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates"
1589044431482748929,2022-11-05 23:58:10+00:00,961011668368199681,RT @rovercrc: #Bitcoin will surprise everyone.
1589044426965676032,2022-11-05 23:58:09+00:00,1548760349696049160,RT @davthewave: Adam and Eve bottom for #Bitcoin  anyone? https://t.co/xq6YbipY7P
1589044426881773570,2022-11-05 23:58:09+00:00,2901215381,"RT @Teeka_Tiwari: Retweet if you bought #Bitcoin below $50,000."
1589044425115971584,2022-11-05 23:58:08+00:00,938213311392382977,@TheRealKeean #Bitcoin fixes this
1589044419143294977,2022-11-05 23:58:07+00:00,1427744856613343237,@GhostofWhitman I spent 20 yrs inside the beast. Seeing it go from bad 2 worse did drive me crazy &amp; almost killed me more than once. My artwork is a re-telling of its neg effects on me &amp; in gral.  While I also try 2 inject #Bitcoin 's msg of hope 2 the 🌎.
1589044417197113344,2022-11-05 23:58:06+00:00,1154662399968010240,"Your Condition is not even as critical as those 

Inbox me, If you still want your Account Back!!!

I'm available 24/7 for all Hacking Services what is the issues with your account 
#Hack #coinbase #Hacking #bitcoin  #BEP2"
1589044415196286976,2022-11-05 23:58:06+00:00,1501922448324927500,"#Bitcoin Last Price $21288 #BTC 🚀
Weekly Indicators:
-RSI: 41.2
-MA(20): 20787
-MA(50): 32190
-MA(200): 23870
-Bollinger B. lower/upper: 17681/23893

#Ethereum Last Price $1628 #ETH
-RSI: 47.7
-MA(20): 1460
-MA(50): 2320
-MA(200): 1323
-BB: 1018/1901

#Crypto #Live
(4/6)
322113"
1589044413757784064,2022-11-05 23:58:05+00:00,2832643931,"El mejor consejo que le daría a mis amigos y personas que quiero es que compren #bitcoin..
El peor deseo que le desearía a MI PEOR enemigo; es que nunca  lo compre y nunca no tenga.
#bitcoin"
1589044412285259776,2022-11-05 23:58:05+00:00,1351323168934342656,"RT @DFX_Swiss: What new @DFX_Swiss service are you most looking forward to in Q4 2022?

Buying &amp; selling native #Bitcoin, or buying &amp; selli…"
1589044402273792002,2022-11-05 23:58:03+00:00,1474358678413316097,"RT @BitcoinMagazine: How #bitcoin works:

👤 Sender 
  |
  |
  | _ _ _ __ _ _ _ _ _ _ _ _ _    
                                       |
🏦 C…"
1589044401958895616,2022-11-05 23:58:03+00:00,1584990068506329093,"So many people are underestimating the future ""price"" of #Bitcoin.Like a DCF values all future cash flows, #BTC values all future technology deflation. The propensity to hold BTC grows by magnitudes as perfect scarcity is realized over https://t.co/iIQdwbr0am wealth will explode."
1589044401921470471,2022-11-05 23:58:03+00:00,2967634307,"@CMastication HODL, Jerk. #Bitcoin"
1589044394451435520,2022-11-05 23:58:01+00:00,1484241128631287808,"@nayibbukele Na verdade, eu gostaria de conhecer algum político brasileiro de direita! O meu partido é o #Bitcoin, espero que o seu também @nayibbukele! Pois o dragão é grande, “vermelho”, com sete cabeças, dez chifres e, nas cabeças, sete diademas” (Apocalipse 12:3). https://t.co/1UbJlRm7ww"
1589044386163482626,2022-11-05 23:57:59+00:00,2192321463,"RT @DocumentingBTC: No bank account? No internet? No problem. 

Merchants at a market in Lilongwe, Malawi using #bitcoin

https://t.co/N4ol…"
1589044385693442049,2022-11-05 23:57:59+00:00,1565001661520691201,"People Say #BitCoin Price is Tanking. But My 1 #BTC is Still Showing 100,000,000 #Satoshis. I am not Getting What They Mean 😂🤣🤣🚀🚀🚀"
1589044385295265792,2022-11-05 23:57:59+00:00,1549451454116757505,"RT @DocumentingBTC: Twitter can become the world's best payments app by adopting #bitcoin 

(@jackmallers &amp; @elonmusk)

https://t.co/tEUJaj…"
1589044383017742336,2022-11-05 23:57:58+00:00,20795979,"RT @saylor: Remember, remember, the 5th of November.🌹  #Bitcoin https://t.co/TtJ0ZKbq8K"
1589044380106919938,2022-11-05 23:57:57+00:00,1560596483011153920,「なんて贈り物だ。神様助けて」#Bitcoin  -          #Ethereum #BNB #ETH #DOT #MANA #SHIB #XRP #DOGE #BABYDOGE #ADA #SOL #FTM #MATIC #HERO #SAND #WHEX #SFM #AVAX #BTC #LOOKS #LUNC #CINU #LUNA 1NMRzJj4qyDoDi7G4nPMph24ZTMUvNi6bT https://t.co/XDNV8JipKa
1589044379129630720,2022-11-05 23:57:57+00:00,1585942991939805184,Its funny how fast people go from bearish 👉🏼 to bullish 👉🏼 back to bearish all in 24 hours. God i love #cryptocurrecy and #Bitcoin
1589044373890760704,2022-11-05 23:57:56+00:00,1563590658085904390,Trump is openly against #Bitcoin and crypto. Democratic mayor in New York taking his pay in #Bitcoin
1589044372095774723,2022-11-05 23:57:55+00:00,1407738901,"RT @saylor: Remember, remember, the 5th of November.🌹  #Bitcoin https://t.co/TtJ0ZKbq8K"
1589044368278966272,2022-11-05 23:57:55+00:00,1584959556471427077,#XRP is following this #Fractal pretty close so far. IF it continues to follow we should expect a breakout to the upside soon. #Bitcoin should also move up if $XRP has a breakout. Let's see what happens. #cryptocurrency  #BTC
1589044367653994496,2022-11-05 23:57:54+00:00,1356535065010921472,RT @BTC_Archive: JUST IN: Lebanese are mining #Bitcoin and using it to store wealth amid hyper-inflation - CNBC
1589044367397859328,2022-11-05 23:57:54+00:00,1379794321545789440,RT @davthewave: Adam and Eve bottom for #Bitcoin  anyone? https://t.co/xq6YbipY7P
1589044342144241666,2022-11-05 23:57:48+00:00,953793979346120704,"RT @saylor: Remember, remember, the 5th of November.🌹  #Bitcoin https://t.co/TtJ0ZKbq8K"
1589044340306767875,2022-11-05 23:57:48+00:00,1139846146938064896,"#FanTokens x100
#Bitcoin sent . #QatarWorldCup2022 https://t.co/D9JIiiis5k"
1589044338268733440,2022-11-05 23:57:47+00:00,269545785,"RT @BitcoinTech5: 【要確認】ビットコインのサイクル⚡

ビットコインのチャートには規則性があります。

長期的に見ると積立投資する最適なタイミングです。

個人的にもビットコインの現物を買い増ししています。

#Bitcoin #BTC https://t.c…"
1589044328034279424,2022-11-05 23:57:45+00:00,1373777469224984582,"RT @saylor: Remember, remember, the 5th of November.🌹  #Bitcoin https://t.co/TtJ0ZKbq8K"
1589044326406926336,2022-11-05 23:57:45+00:00,1316368081715953664,"#ToTheMoon #Digital #Launchpad #Bitcoin #NFT #Quote

Gravity proves that the whole universe is filled with Love."
1589044324607856640,2022-11-05 23:57:44+00:00,114430593,"RT @Teeka_Tiwari: Retweet if you bought #Bitcoin below $50,000."
1589044320434524160,2022-11-05 23:57:43+00:00,1189994324353781760,"RT @DocumentingBTC: Twitter can become the world's best payments app by adopting #bitcoin 

(@jackmallers &amp; @elonmusk)

https://t.co/tEUJaj…"
1589044308048494592,2022-11-05 23:57:40+00:00,1564271400025825282,"Rainbowguns found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome!  #cryptocurrency #29381"
1589044293922328576,2022-11-05 23:57:37+00:00,1551067188882116608,"#Ethereum price update: 

#ETH $1627.32 USD
#Bitcoin 0.07648125684706333 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto"
1589044287836241920,2022-11-05 23:57:35+00:00,953335864641380352,"⚡️ Drop your #NFTs for free promotion! Follow, retweet and like this post👇 #eth #ethereum #crypto #NFT #NFTs #nftart #nftartists #sol #shib #bitcoin"
1589044261290479616,2022-11-05 23:57:29+00:00,1562861115113377797,RT @way_crypto_out: $btc #bitcoin #eth #etherium #kripto haftalıkta paralel kanalı takip edeceğim. Kanalın ortası ilk kâr alacağım yer. Aşa…
1589044243057840134,2022-11-05 23:57:25+00:00,1564274462723284992,How far do you expect #Bitcoin to go today? I think 43K
1589044239400579073,2022-11-05 23:57:24+00:00,1480481293414842372,RT @IAmBitcoinBot: Current #Bitcoin Price is $21280 #BTC #Crypto
1589044234023501824,2022-11-05 23:57:23+00:00,1584960598735032320,#Bitcoin sell every rip ... patience 🦗
1589044231917940736,2022-11-05 23:57:22+00:00,1480224289265786893,"Serata completamente pagata in #Bitcoin oggi a Torino, dall aperitivo alla cena 🙏"
1589044200326430721,2022-11-05 23:57:15+00:00,1584768153367740416,Bang on! BigB. Cool #NFT #art #Crypto #ether #Matic #opensea #Rarible #metaverse #CryptoPunks #Polygone #SuperRare #NiftyGateway #blockchain #web3dot0 #AxieMarketplace #NFTs #NFTart #NFTCommunity #NFTCollector #ethereum #NFTdrop #bitcoin #Defi #BTC #ETH
1589044199294668802,2022-11-05 23:57:14+00:00,930404576,"RT @BTC_Archive: NEW:  #Bitcoin is now less volatile than the S&amp;P 500 and Nasdaq, for the first time ever! - ARK Invest"
